 YEARMODA,   TEMP,   DEWP, VISIB,  WDSP, MXSPD,   MAX  ,  MIN  ,PRCP  
20010121,63.5,47.6,1.1,0.3,1.9,78.3,42.4, 0.00I
20010122,66.9,53.5,1.2,2.8,8,77.7,51.6, 0.00E
20010123,66.3,53.1,0.9,4.5,9.9,76.3,54.3, 0.00I
20010124,62.6,41.9,1.8,6.1,12,   72.0*,  52.2*, 0.00I
20010125,58.4,40.9,1.6,3.2,9.9,70.5,46.8, 0.00I
20010126,59.1,45.3,1.6,2.1,7,72.7,42.4, 0.00I
20010127,61.4,47.6,1.3,1.4,8,   75.2*,42.8, 0.00I
20010128,63.8,49.5,1.2,1.8,6,74.7,44.8, 0.00I
20010129,60.8,51.1,0.9,0.9,2.9,75.6,46, 0.00I
20010130,65.6,51.9,1.1,1,5.1,77.5,47.8, 0.00I
20010131,65.9,56.7,0.8,0.3,1.9,78.4,49.8, 0.00I
20010201,71.7,55.3,1.3,2.8,7,   82.4*,53.1, 0.00I
20010202,67,48.6,1.6,5.2,8,   77.0*,  56.1*, 0.00I
20010203,62.3,43.3,1.9,3.2,8,74.3,  46.4*, 0.00I
20010204,60.8,42.6,1.7,1.3,2.9,   73.4*,41.2, 0.00I
20010205,65.6,47.2,1.5,0.9,2.9,75.6,48, 0.00I
20010206,64.9,47.3,1.6,2.6,9.9,   77.0*,44.8, 0.00I
20010207,66.1,43.5,2,4.7,8,   78.8*,49.3, 0.00I
20010208,66.6,45,2,4.9,9.9,79.5,50.9, 0.00I
20010209,66,43.7,1.8,4.6,11.1,78.8,53.1, 0.00I
20010210,65.7,48.1,1.7,2.1,6,77.7,43, 0.00I
20010211,65.9,50.2,1.6,1.6,6,79.2,50.9, 0.00I
20010212,67.7,47.1,1.8,2.6,9.9,80.4,46.2, 0.00I
20010213,68.7,50.3,1.7,2.3,6,   82.4*,48.7, 0.00I
20010214,69,52.2,1.3,1.6,6,   85.3*,47.8, 0.00I
20010215,73.9,57.7,1.2,4.6,12,85.3,54.5,99.99
20010216,72.4,59.4,1.9,2,6,84.2,59.4, 0.03G
20010217,73.1,59.5,1.6,1.2,5.1,82.8,56.8, 0.00G
20010218,74.9,57,1.7,1.4,5.1,85.3,57.6, 0.00I
20010219,72.4,56.4,1.3,3.2,8,84.6,58.1, 0.00I
20010220,70.8,52,1.9,3.3,8.9,83.5,54.9, 0.00I
20010221,70.2,56.3,1.4,2.8,9.9,   80.6*,55.4, 0.00A
20010222,72.3,54.6,1.6,3.4,9.9,83.3,55.2, 0.00I
20010223,70.9,53.6,2.3,2.7,8,82.4,54.9, 0.00I
20010224,74.5,58.2,1.8,1.7,6,86.7,56.5, 0.00I
20010225,75.8,62.3,1.5,6,9.9,82,64, 0.00I
20010226,76.8,61.5,1.7,5,8.9,84.9,62.6, 0.00I
20010227,73.2,50.8,2,3.4,9.9,84.2,  56.8*, 0.00I
20010228,76.9,48.9,2.4,1.6,6,   84.2*,  57.9*,99.99
20010301,74.9,58.5,2,1.4,6,84.2,60.4, 0.08G
20010302,73.7,46.2,2.3,4.5,9.9,84.2,56.8, 0.00G
20010303,71.1,46.3,2.4,3.9,15.9,   82.4*,52, 0.00I
20010304,70.2,54.6,1.5,2.4,6,   80.6*,54.7, 0.00I
20010305,74.9,56,2.4,4.1,8,85.3,  59.4*, 0.00I
20010306,72.5,50.1,2.1,3.8,12,84.6,53.6, 0.00I
20010307,76.3,49.6,2.1,0.7,4.1,   87.8*,  55.4*, 0.00I
20010308,73.3,50.9,2.4,0.7,4.1,   87.8*,53.2, 0.00I
20010309,75.4,50.5,1.9,1.6,5.1,88.9,53.1, 0.00I
20010310,78.3,49.2,2.3,1.9,6,   91.4*,55, 0.00I
20010311,77.3,51.9,2.7,3.2,6,90,58.1, 0.00I
20010312,77.3,50.1,2.5,0.7,2.9,   89.6*,55.6, 0.00I
20010313,77.6,51.5,2.1,1.4,5.1,89.8,53.4, 0.00I
20010314,80.3,54.7,2.3,0.8,2.9,   95.0*,59.5, 0.00I
20010315,79.7,57.7,2.3,1.6,6,90,65.7, 0.00I
20010316,80.5,54.3,2.5,4.6,11.1,92.7,59.9, 0.00I
20010317,79.8,51,2.3,4.6,12,91.6,60.3, 0.00I
20010318,80.7,52.4,2.5,3.4,9.9,93.6,59, 0.00I
20010319,82.2,51.9,2.2,1.6,8,   95.0*,60.6, 0.00I
20010320,84.5,55.7,2.2,1.7,5.1,95.5,61.7, 0.00I
20010321,84.9,59.5,2.1,1.5,5.1,98.1,64.6, 0.00I
20010322,87,57.7,2.2,3.1,8,96.8,70.9, 0.00I
20010323,80.8,66.6,1.9,1.3,5.1,93.2,  70.5*,99.99
20010324,82.4,55.5,2.3,5,14,   93.2*,64, 0.12G
20010325,83.1,48.6,2.6,5.3,12,94.3,62.6, 0.00G
20010326,82.8,52,2.4,3.5,12,96.4,64.9, 0.00I
20010327,82.7,51.1,2.7,3.4,12,97.2,64.6, 0.00I
20010328,84,54,2.4,3.4,40,97.7,66.6, 0.00I
20010329,82.8,59.3,1.6,1,4.1,95.5,68.4, 0.00I
20010330,82.8,61,2.2,3.4,6,   96.8*,66.9, 0.00I
20010331,85.4,63.6,2.2,2,7,95,69.6, 0.00I
20010401,86.5,58.9,2.1,2.9,8,95.4,71.6, 0.00I
20010402,84.2,48.2,2.4,3,8,96.3,63, 0.00I
20010403,85.8,49.5,2.4,2.7,9.9,98.4,64, 0.00I
20010404,86,49.3,2.5,1.5,7,99.3,62.1, 0.00I
20010405,89.4,50.3,2.5,2.7,8,102.4,67.5, 0.00I
20010406,91.2,55.1,2.2,2.6,8,102.6,71.2, 0.00A
20010407,91.9,48.4,2.1,1.9,8,104,68.9, 0.00I
20010408,91.3,45.9,2.6,3.5,9.9,  104.0*,72, 0.00I
20010409,92.1,45.7,2.4,4.5,12,106,72.1, 0.00I
20010411,92.7,54.2,2,1.9,9.9,106.2,69.6, 0.00I
20010412,90.8,61.9,2.1,1.3,4.1,104.4,68.5, 0.00I
20010413,90,54.2,2.2,5.4,12,97.9,  79.5*, 0.00I
20010414,85.7,67.6,2.4,3.7,12,   93.2*,75.9, 0.00I
20010415,82.4,67.1,2.5,6.4,12,94.1,73.4, 0.00E
20010416,81.8,70.8,1.8,0.8,4.1,94.8,70.2, 0.35E
20010417,81.8,67.8,1.8,2.3,8,98.1,69.4, 0.28E
20010418,82.8,65.5,2.2,1.2,6,   91.4*,71.6, 0.00I
20010419,88.5,58,2.4,2.9,8,97.5,70, 0.00I
20010420,89,54.1,2.5,4.9,11.1,97.7,72.9, 0.00I
20010421,87.5,50,2.6,5.9,19,97,72.9, 0.00I
20010422,89.6,50,2.6,4.5,9.9,  100.4*,68.2, 0.00I
20010423,89.5,51.7,2.2,1.7,6,102.7,67.5, 0.00I
20010424,90.1,61.2,2.5,3.2,8,102.2,73.4, 0.00I
20010425,94.9,62.4,2.2,0.8,4.1,  105.8*,73, 0.00I
20010426,91.4,67.8,2.4,5.6,11.1,  102.2*,79, 0.00I
20010427,90.8,68.8,2.5,3,8,102.6,77.5, 0.00I
20010428,91.8,68.9,2.2,3.4,6,102.9,77.9, 0.00I
20010429,88.3,71.1,2.6,7.5,18.1,   98.6*,75.6, 0.00I
20010430,86.4,71.2,2.7,8.4,15,   95.0*,74.8, 0.00I
20010501,86.1,69.3,2.8,9.6,16.9,95,75.7, 0.00I
20010502,85.6,69,2.4,5.2,15,94.3,74.7, 0.00I
20010503,88.2,70.9,2.5,8.9,12,97.5,  69.1*,99.99
20010504,83.1,70.6,2.4,8.4,11.1,91.4,67.1, 0.51G
20010505,88,74.4,2.9,7,11.1,   95.0*,77.9, 0.00G
20010506,85.9,70.3,2.5,9.3,15,92.7,  78.4*, 0.00I
20010507,86.3,74.4,5,8.1,13,   98.6*,77.5, 0.00I
20010508,86.8,74.5,7.6,4.3,8,94.3,77.9, 0.00I
20010509,86.7,75.5,4.5,8.6,12,96.3,78.8, 0.08G
20010510,86.4,72.9,4.1,7,12,95.2,  77.4*, 0.00G
20010511,82.7,72.2,4.1,10.6,15,   87.8*,74.3, 0.08G
20010512,87.7,71.7,5.1,7.4,9.9,95.4,75.2, 0.00G
20010513,92.6,70,4.9,7,9.9,99,78.8, 0.00I
20010514,92.6,71,5.9,4.2,9.9,101.5,81.7,99.99
20010515,82.6,72.1,9.9,11.3,36.9,88.2,77.9, 0.00G
20010516,85.8,72.1,4.5,5.2,9.9,   96.8*,73.2, 0.04G
20010517,87.7,73.2,6.1,3.8,9.9,97.7,  77.4*, 0.02G
20010518,87.5,71.4,4.9,3.4,8,97.2,74.1, 0.00G
20010519,91.9,70.5,5.7,2.3,8.9,101.5,78.4,99.99
20010520,90.1,73,4.2,4.1,7,98.2,78.6, 0.00E
20010521,88.7,73,4.2,2.4,9.9,99.9,77.2, 0.00E
20010522,90.5,70.3,4.5,2.8,8,101.3,76.6, 0.00I
20010523,96.8,70.6,3.9,3.4,8,  105.8*,81.5, 0.00I
20010524,95.4,70.8,3.9,5.8,9.9,106.9,83.1,99.99
20010525,92.3,76.3,5.9,7.9,11.1,100.4,79.9, 0.02G
20010526,87.7,67.3,4.7,7.9,14,94.3,75.9, 0.00G
20010527,91.3,74.3,3.9,5.1,9.9,98.6,  80.6*, 0.00I
20010528,88.8,73.7,5,4.1,8,101.7,79, 0.28E
20010529,85.7,76.3,4.4,2.3,6,98.8,79.7, 1.06E
20010530,87.6,75.5,5.7,4.9,42,93.9,79.2,99.99
20010531,87.3,75.5,6.8,5.4,12,94.3,  80.2*, 0.03G
20010601,83.6,75.5,5.4,5.5,9.9,   89.6*,76.6, 0.79G
20010602,85,76.7,6,5.5,18.1,95,  80.6*, 0.00G
20010603,80,76.2,3.8,6.1,15,90.1,  75.2*, 0.00G
20010604,82,76.7,4.9,6.9,11.1,86.7,75, 0.75G
20010605,86.7,76.8,5.6,3.9,9.9,93.9,77, 0.00G
20010606,90.5,74.3,4.6,2.2,7,99,80.1, 0.00I
20010607,87.9,76,6.1,3,8,99,78.1, 0.02E
20010608,91.5,75.3,4.5,3.5,8,99,80.1, 0.00I
20010609,89.6,74.5,4.9,6.7,14,   97.2*,80.6,99.99
20010610,89.2,77.1,4.8,6.3,12,97.5,80.2, 0.00G
20010611,92.5,75.6,6.8,5.4,9.9,99.3,  82.4*, 0.00I
20010612,92.6,76.6,5.3,7.7,13,98.4,82.8, 0.00I
20010613,90.5,76.8,4.8,10.1,14,95.4,84.6, 0.00I
20010614,86.2,75.2,4.8,12,14,93.2,  80.2*, 0.00E
20010615,84.4,75.4,6.7,9.4,16.9,89.4,76.8, 0.01G
20010616,84.5,75.8,5.3,5.6,14,89.4,77.9, 0.03G
20010617,87.7,77.9,4.9,3.7,11.1,95.4,79.5, 0.12G
20010618,80.6,78.4,4.4,2.7,6,84.2,  77.0*, 0.39G
20010619,79.8,78.6,3.5,3.9,8,83.1,77.7, 4.06G
20010620,81.3,78.5,5.3,2.8,6,85.8,78.6, 0.55G
20010621,83.9,78.1,7.4,3.4,8,90.1,78.3, 3.39G
20010622,85.4,79.4,4.1,1.4,4.1,90,78.8, 2.99G
20010623,87.4,78.5,5.9,5.4,12,93.2,79.9, 0.04G
20010624,86.9,78.5,6,6.2,12,   92.1*,80.4, 0.00G
20010625,87,79,4.1,5.4,12,94.3,80.4, 0.04G
20010626,84.4,80.4,5.3,4.4,11.1,89.6,81.5, 0.00G
20010627,87.6,79.3,5.6,4.1,9.9,92.1,81, 1.06G
20010628,85.6,81.4,6.5,6.1,9.9,93,  81.3*, 0.08G
20010629,89.7,79.9,4.7,6.2,8.9,93.9,81.5, 0.63G
20010630,86,79,5.9,5.7,8.9,91.4,80.2, 0.20G
20010701,85,79.6,6.1,5.9,15,90.9,  80.6*, 0.00G
20010702,86.6,80.2,5.6,1,2.9,93.9,79, 0.47G
20010703,86.3,80.2,4.1,0.8,4.1,95.9,81.5, 0.98G
20010704,90,79.7,4.6,1.1,5.1,97.3,81.3, 0.16G
20010705,90.5,79.4,4.9,2,6,   98.6*,79.7, 0.00G
20010706,90.7,80.5,3.9,1.6,6,98.1,83.8, 0.00I
20010707,86.8,80.6,5.1,1.8,6,93.4,82.2, 0.28E
20010708,91.2,78.3,6.5,6.7,12,95.4,83.3, 0.00I
20010709,87.9,78.7,4.9,7.8,12,94.1,  81.3*,99.99
20010710,84.6,79.7,4.2,8.6,12,92.1,79.7, 0.04G
20010711,85.8,78.5,5.9,7.6,13,91,80.4, 0.08G
20010712,85.2,77.4,4.6,8.3,12,89.6,  79.5*, 0.12G
20010713,84.8,77.6,7,5.2,9.9,90,77.7, 0.00G
20010714,86.4,79.9,6.3,2.8,8,   93.2*,  80.6*, 0.12E
20010715,83.1,80.5,5.3,1.5,12,90.7,80.1, 0.28G
20010716,82.5,80,6.4,2,5.1,87.1,  79.2*, 1.73G
20010717,84.2,79.6,6.2,5.9,9.9,91.8,78.6, 0.24G
20010718,88.5,80.2,5.3,5.1,9.9,93.2,  79.9*, 0.08G
20010719,86.3,78.6,5.1,5.9,8,   92.8*,  80.6*, 0.01G
20010720,87.2,78.9,6,6.3,9.9,91.9,81.9, 0.00G
20010721,86.8,79.6,5.9,7.5,15,92.1,81, 0.02E
20010722,86.4,80.2,4.8,5.8,12,91.9,81.9, 0.02E
20010723,87.5,79.2,5.7,7.2,12,   93.2*,80.8, 0.00I
20010724,88.3,79.6,3.9,6.9,11.1,95.2,82.4, 0.00I
20010725,87.9,80.7,4.8,5.9,9.9,94.5,  80.6*, 0.43E
20010726,85.8,81,4.2,2.6,6,92.7,80.1,99.99
20010727,88,81.3,6.6,2.7,8,92.8,80.4, 0.12G
20010728,83.7,78.2,6.6,5.1,9.9,87.4,80.6, 0.00G
20010729,81.1,79,8.4,3.8,8,82.4,  79.5*, 0.08G
20010730,80.7,78.6,5.2,5.1,8,   84.2*,78.6, 0.87G
20010731,87.2,80.1,2.6,5.7,8,90.9,78.3, 0.20G
20010801,88.5,78.6,2.7,5.8,9.9,93.4,81.5, 0.00G
20010802,86.3,80.2,2,3.5,9.7,94.8,82.6, 0.00G
20010803,87.1,81.2,3.1,5.8,8,93.4,  77.0*, 0.00I
20010804,90.1,80.6,2.2,6.2,12,   95.0*,  84.2*, 0.00I
20010805,88,80.7,2.7,6.7,9.9,94.8,82.2, 0.16E
20010806,86.1,79.9,2.7,6.8,20,90.5,81.7, 0.00I
20010807,87.5,80.6,2.6,6.6,9.9,93.9,80.2, 0.00I
20010808,92.8,79.8,2.3,3.7,7,97.2,82.8, 0.00I
20010809,84.6,79.7,2.4,4.2,12,91.2,79.2, 0.16G
20010810,90.2,79.1,2.8,8.3,12,93.6,79.9, 0.04G
20010811,88.1,79.1,2.9,6.9,12,94.1,81.9, 0.00G
20010812,89.1,79.2,2.7,6,8.9,   93.9*,81.7, 0.00I
20010813,89.4,80.2,2.6,5.8,9.9,94.5,82.4, 0.00I
20010814,85,80.4,2.2,6.1,12,92.7,  78.8*, 0.47E
20010815,86.8,80.1,2.8,5.9,8,91.2,81.3, 0.00I
20010816,87.7,81.3,2.8,3,6,95.4,81.1,99.99
20010817,86,81.5,2.2,1.4,8,93.2,83.8, 0.24E
20010818,85.7,81.6,2.4,4,8,92.3,82.2, 1.18E
20010819,90.3,81.4,2.7,6.7,8,   95.0*,79.3,99.99
20010820,89.2,81.7,2.6,5.7,9.9,93.9,  84.2*, 0.00I
20010821,90.5,81.3,2.3,6.4,9.9,95.7,78.1,99.99
20010822,85.5,81,2.2,4.7,8,   89.6*,  82.0*, 0.02G
20010823,84.1,80.5,1.9,3,6,91.9,  78.3*, 0.02G
20010824,83.4,80.2,1.6,2.7,12,   87.8*,79.3, 0.35G
20010825,85,79.9,2.1,2.2,5.1,91.9,  78.8*, 0.43G
20010826,86.8,80.9,2.4,5.1,11.1,92.3,80.2, 1.38G
20010827,85.4,79.8,2.5,5.5,8,90.7,79.5, 0.04G
20010828,82.2,78.9,1.9,1.9,4.1,   87.8*,75.6, 2.95G
20010829,84.6,78.9,2.3,2.9,6,89.8,79.2, 0.12G
20010830,85.4,78.3,2.2,5.2,12,93.2,  80.2*, 0.00G
20010831,87.5,79.9,2.9,5.7,9.9,93.2,80.2, 0.00G
20010901,86,80.3,2.6,7.7,12,   92.1*,  81.7*, 0.04G
20010902,84.2,79.7,2.2,5.7,9.9,   91.4*,80.2, 1.10G
20010903,85,79.6,2.6,4.2,9.9,90,79.5, 0.20G
20010904,84.4,79.8,2.5,1.7,6,88.2,79.5, 0.12G
20010905,83.9,79.3,1.8,1.8,5.1,90.7,80.2, 0.02G
20010906,82.9,79.1,2,1.9,5.1,90.1,78.8, 0.59G
20010907,81.1,78.7,1.8,3.3,6,   86.0*,  78.8*, 0.00G
20010908,79.1,77.8,1.4,4.8,9.9,81.5,  77.0*, 2.24G
20010909,83.7,78,2.6,2.8,7,89.1,78.4, 2.83G
20010910,87.5,79.5,2.6,0.8,2.9,93.2,79.2, 0.02G
20010911,84.2,78.9,1.9,3.6,12,   89.6*,79.3, 0.00G
20010912,82,77.1,2.4,5.6,9.9,86.4,75.6, 1.54G
20010913,82.8,79.1,1.5,3.7,8,88.3,78.6, 0.31G
20010914,85.7,79.8,2.2,2.1,5.1,90.1,78.3, 0.35G
20010915,86.1,79.5,2,1.6,6,93.2,80.1, 0.00G
20010916,87.9,79.3,2.4,2.6,8,93.2,80.6, 0.00E
20010917,83.3,77.9,2.1,3.5,8,92.8,  78.8*, 0.01G
20010918,87.1,75.6,2.1,3.1,8,93.9,75.2, 0.67G
20010919,84.5,76.5,2.1,4.1,8,93.6,77, 0.00G
20010920,86.8,76.9,2.4,0.5,1.9,93.2,77, 0.00I
20010921,86.5,78.6,2,1,2.9,92.5,80.4, 0.02E
20010922,84.8,77.9,1.7,1,2.9,93.6,78.1, 0.00I
20010923,87.8,80.1,1.7,1,4.1,94.8,  78.8*, 0.00I
20010924,87.4,81.1,1.6,1.8,37.9,94.1,81.7, 0.02E
20010925,88.7,78.9,2.1,4.1,9.9,   95.0*,81.3, 0.00I
20010926,89,80,2.2,3.2,6,95,80.8, 0.00I
20010927,86,78.4,1.6,1.3,5.1,92.5,  80.2*, 0.00I
20010928,85.3,77,2.7,6.1,12,90.7,76.5, 0.00I
20010929,88.1,79.3,2.1,7,9.9,93.9,78.8, 0.00I
20010930,86.8,77.3,2.4,7.3,9.9,93.4,  78.8*, 0.24E
20011001,77.3,75.9,2,8.4,15,   78.8*,  75.6*, 1.30G
20011002,79.5,76.5,2.5,7.3,9.9,84,75.2, 0.79G
20011003,81.1,77.3,2.5,7.1,9.9,   86.0*,77.5, 0.02G
20011004,80.2,76.9,2.2,7.6,12,   84.2*,77, 0.12G
20011005,79.5,76.1,2.5,4.5,9.9,83.5,75.7, 2.52G
20011006,79.1,74.9,2.6,2.4,5.1,83.1,75, 0.00G
20011007,81.5,75.4,2.6,1.5,4.1,86.2,73.8, 0.00I
20011008,85,75.4,2.1,0.4,1.9,91.9,74.1, 0.00I
20011009,85.5,77.1,2.1,1.4,5.8,93.6,77, 0.00I
20011010,86.6,77.7,2.5,3.5,8,92.3,77.9, 0.00I
20011011,84.9,77.9,2.2,2.3,6,93.4,77.7, 0.00I
20011012,83.5,77,2,0.8,4.1,91.8,75.9, 0.00I
20011013,85.3,76.9,2.3,2,5.1,90.7,  76.6*, 0.00I
20011014,85.5,75,2.4,2.5,6,93.2,76.5, 0.00I
20011015,84,71.9,2.4,1.2,4.1,92.1,73, 0.00I
20011016,84.3,73.3,2.4,1.7,5.1,91.4,71.8, 0.00I
20011017,82.8,74.6,2.2,0.5,1.9,   91.4*,73.9, 0.00I
20011018,82,71.3,2.2,3.6,8,89.6,71.4, 0.00I
20011019,81.5,71.5,1.8,2.2,5.1,88.2,68.7, 0.00I
20011020,81.6,72.6,2,3.5,8,88.2,70.7, 0.00I
20011021,80.8,73,2.2,2.5,6,88.7,70, 0.00I
20011022,81.6,74.8,2.4,3.2,8.9,89.8,71.4, 0.00I
20011023,81.9,74.4,2.3,1.6,5.1,91.2,71.4, 0.00I
20011024,81.9,72.4,2.3,1.7,6,   91.4*,70, 0.00I
20011025,82.9,72.3,2.3,1.9,4.1,91.2,71.1, 0.00I
20011026,81,73.4,1.8,0.8,4.1,90.3,70.9, 0.00I
20011027,82.3,73.5,2.4,999.9,999.9,91.8,70.2, 0.00I
20011028,81.9,71.7,2.3,2.7,6,88.9,68, 0.00I
20011029,81.5,73.4,2.6,0.5,1.9,86.7,74.3, 0.00I
20011030,82.6,73.7,2.5,2.3,5.1,90.5,73, 0.00I
20011031,82.6,73.8,2.1,2.1,5.1,91.4,71.6, 0.00I
20011101,82.1,70.9,2.1,1,4.1,   91.4*,71.8, 0.00I
20011102,82.5,71.7,2.2,2.4,6,90.3,  71.6*, 0.00I
20011103,79.2,74.2,1.2,3.2,6,85.5,  72.3*, 0.00I
20011104,80.5,73.5,1.3,1.1,4.1,90,70.2, 0.00I
20011105,80.9,71.9,1.8,2.3,5.1,92.1,68.4, 0.00I
20011106,80.6,73.3,1.8,3.5,7,89.6,70.3, 0.00I
20011107,78.8,67.1,2.5,2.3,6,87.1,71.2, 0.00I
20011108,77.1,64.3,2.1,2.6,6,85.5,63.7, 0.00I
20011109,79.6,62,2.3,3.9,6,86.7,63.3, 0.00I
20011110,76.7,62.1,2,2.9,6,   84.9*,  62.6*, 0.00I
20011111,75.7,63.7,1.8,0,999.9,84.9,60.3, 0.00I
20011112,76.6,64.1,2.2,2.1,5.1,   86.0*,61.5, 0.00I
20011113,77.1,60.3,1.9,0.4,1.9,   87.8*,61.5, 0.00I
20011114,76.2,59.7,1.8,1.8,4.1,   87.8*,59.7, 0.00I
20011115,75.4,60.5,2,1,2.9,87.1,58.6, 0.00I
20011116,75.7,62,1.9,0,2.9,86,  61.9*, 0.00I
20011117,75.4,60.6,1.8,2.5,6,   86.0*,62.2, 0.00I
20011118,75.2,62,1.5,0.5,4.1,86,  62.6*, 0.00I
20011119,72.8,61.7,1.5,0.5,2.9,85.8,60.3, 0.00I
20011120,74,62.3,1.1,999.9,999.9,   84.2*,59.4, 0.00I
20011121,73,62.4,1,0.6,1.9,   84.2*,59.4, 0.00I
20011122,70.8,62.3,1.3,0.7,2.9,83.3,58.5, 0.00I
20011123,73,60.5,1.4,3,8,85.3,59.4, 0.00I
20011124,73,59,1.4,999.9,999.9,84.6,57, 0.00I
20011125,71.5,58.4,1.2,1,2.9,82.4,55.2, 0.00I
20011126,67.2,57.2,1,0.3,2.9,   82.4*,54.3, 0.00I
20011127,70.8,58.3,1.3,0,999.9,84.2,54.3, 0.00I
20011128,69.7,58.6,1.1,0,2.9,81.1,54.3, 0.00I
20011129,67.8,55.2,1.1,1.5,4.1,   80.6*,54.3, 0.00I
20011130,65.9,52.9,1.3,3.4,8,79.5,51.1, 0.00I
20011201,66.5,52.9,1.5,2.7,8,80.1,52, 0.00I
20011202,66.5,54.3,1.2,2.7,5.1,   78.8*,50, 0.00I
20011203,67,54.8,1.4,0.4,4.1,   80.6*,49.6, 0.00I
20011204,66.2,57.5,0.8,1.2,1.9,76.1,52.3, 0.00I
20011205,65.9,56.1,1.3,1.4,6,78.8,54.1, 0.00I
20011206,68.4,58.7,0.9,999.9,999.9,79.2,  54.3*, 0.00I
20011207,62.9,60.5,0.4,0.7,999.9,70.3,  58.3*, 0.00I
20011208,63.9,59.5,0.7,0.5,2.9,72.5,55.4, 0.00I
20011209,63.6,58.5,0.7,0.3,2.9,   77.0*,54.1, 0.00I
20011210,63.5,59.9,0.8,1.7,4.1,   71.6*,  53.2*, 0.00I
20011211,58.8,56.2,0.5,0,999.9,64.9,  48.9*, 0.00I
20011212,60.8,56.9,0.7,0.7,2.9,70.2,  52.2*, 0.00I
20011213,62.3,57.2,0.8,1.1,4.1,   66.2*,51.8, 0.00I
20011214,58.7,54.5,0.8,1.4,2.9,68,  49.3*, 0.00I
20011215,58.2,54.1,0.9,1.2,2.9,68.9,48.2, 0.00I
20011216,56.4,54.3,0.5,5.2,8.9,60.6,47.8, 0.00I
20011217,57.2,54.2,0.7,3.6,8,61.5,54.5, 0.00I
20011218,57.5,53.1,0.9,3.8,6,   64.4*,  48.9*, 0.00I
20011219,55.6,53.7,0.6,3.2,8,   60.8*,45.7, 0.00I
20011220,57.5,54.5,0.6,3,7,66.7,  51.1*, 0.00I
20011221,58.8,53.4,0.9,2.5,6,   68.0*,  47.5*, 0.00I
20011222,62.1,50.3,1.2,1.7,4.1,72.7,  44.2*, 0.00I
20011223,58.1,50.5,1,1.8,6,72.9,43.2, 0.00I
20011224,56.1,50.4,0.7,0.7,2.9,76.3,43.7, 0.00I
20011225,64.2,50.6,1.5,1.3,5.1,77,46.6, 0.00I
20011226,63.4,51.7,1.4,2.5,7,75.6,45.9, 0.00I
20011227,63.5,52.4,1.4,999.9,999.9,77.2,45.7, 0.00I
20011228,65.2,53.1,1.1,1.2,1.9,77.5,46.2, 0.00I
20011229,63.9,53.3,1,0,1,74.1,46, 0.00I
20011230,61,52,1,0.7,5.1,74.1,46.8, 0.00I
20011231,60.4,49,1,3.2,6,   73.4*,46.4, 0.00I
20020101,59,48.2,0.9,2,5.1,   71.6*,42.3, 0.00I
20020102,54.7,49.2,0.8,3.9,7,67.1,  46.4*, 0.00I
20020103,55.5,50.8,0.5,2.8,5.1,67.8,43, 0.00I
20020104,58.2,50.1,0.8,0.5,1.9,   80.6*,41.7, 0.00I
20020105,57.6,51.3,1,999.9,999.9,   69.8*,42.3, 0.00I
20020106,64.4,51.7,1.5,2.1,4.1,75.2,46, 0.00I
20020107,62.3,51,1,0.7,2.9,   75.2*,45.1, 0.00I
20020108,63.6,51.4,1.2,1.7,6,   75.2*,44.1, 0.00I
20020109,67,45.6,1.4,4.1,7,75.9,45.7, 0.00I
20020110,64.1,50.4,1.3,2.7,7,   75.9*,48.4, 0.00I
20020111,64.4,51.4,1,4.4,7,74.3,48.6, 0.00I
20020112,63.2,50.9,1.3,4.1,8,74.8,47.8, 0.00I
20020113,62.6,54.9,0.8,3.3,8,74.5,49.1, 0.00I
20020114,64.5,56,1,2.1,6,74.8,48.4, 0.00I
20020115,68,57.8,1.1,6.1,13,77.4,51.6, 0.00I
20020116,69.1,62,1.2,6.8,9.9,75.7,62.4, 0.00I
20020117,67.4,61.2,1.1,3.4,8,75.4,57.6,99.99
20020118,70,63.1,1.9,8.1,12,76.8,63.1,99.99
20020119,69.9,62.4,1.5,3.6,9.7,78.3,61.7, 0.12G
20020120,63.8,60.8,1.1,2.4,5.1,68.4,57.2, 0.00G
20020121,64.4,57.7,1.3,2.7,7,71.8,54.5, 0.02G
20020122,68.7,57.8,1.7,3.1,7,78.1,53.8, 0.00G
20020123,66.2,51,1.8,5.8,9.9,75.2,54.5, 0.00I
20020124,62.7,48,1.3,7.3,12,70.7,48.2, 0.00I
20020125,63.7,47.9,1.5,5.5,12,74.3,  50.4*, 0.00I
20020126,65.9,48.6,1.7,1.7,5.1,79.2,47.1, 0.00I
20020127,67.9,53.9,1.5,9.3,13,   75.2*,52.5, 0.00E
20020128,61.5,57.9,1,5.6,9.9,63.1,  59.0*, 0.04G
20020129,62.2,55.1,1.1,2.2,4.1,70.2,  50.0*, 0.00G
20020130,60.6,52.8,1.4,4.9,9.9,70.3,47.8, 0.00I
20020131,63.5,49,2,4.9,8,   73.8*,48.4, 0.00I
20020201,62.3,45.6,1.5,3,8,73.6,44.1, 0.00I
20020202,65.6,50,1.3,4.4,14,77.4,46.6, 0.00I
20020203,65.8,45.5,1.5,6.3,15,77.5,  51.4*, 0.00I
20020204,64.8,46.8,1.8,4.3,8.9,74.8,47.5, 0.00I
20020205,64.4,46.5,1.6,1.9,6,77.2,44.4, 0.00I
20020206,66.4,53.1,1.3,2.5,8,78.3,50.9, 0.00I
